A,B,C,D,E,Time
0,126.28,263,659.8,49.6,2020-01-17 15:56:13
0,127.12,259,659.8,47.2,2020-01-17 15:56:18
0,124.6,261,659.8,47.5,2020-01-17 15:56:22
0,125.88,260,659.8,48,2020-01-17 15:56:26
0,126.04,264,659.8,49.7,2020-01-17 15:56:30
0,125.76,266,659.8,47.2,2020-01-17 15:56:34
0,125.56,263,659.8,48.1,2020-01-17 15:56:39
0,125.72,265,659.8,48.8,2020-01-17 15:56:43
0,125.52,263,659.8,45.2,2020-01-17 15:56:47
0,125.6,263,659.8,48.9,2020-01-17 15:56:51
0,125.64,265,659.8,47.2,2020-01-17 15:56:55
0,125.84,262,659.8,48.9,2020-01-17 15:57:00
0,125.84,270,659.8,48.9,2020-01-17 15:57:04
0,126.36,266,659.8,48.3,2020-01-17 15:57:08
0,126.28,265,659.8,47.5,2020-01-17 15:57:12
0,126.44,266,659.8,48.5,2020-01-17 15:57:16
0,127,263,659.8,49.7,2020-01-17 15:57:21
0,127.2,269,659.8,48.9,2020-01-17 15:57:25
0,127.2,261,659.8,48.3,2020-01-17 15:57:29
0,127.24,267,659.8,48.5,2020-01-17 15:57:33
0,127.48,263,659.8,50.1,2020-01-17 15:57:37
0,127.48,263,659.8,51,2020-01-17 15:57:42
0,127.36,262,659.8,48.9,2020-01-17 15:57:46
0,127.32,262,659.8,49.1,2020-01-17 15:57:50
0,127.56,265,659.8,48.9,2020-01-17 15:57:54
0,127.32,266,659.8,48.3,2020-01-17 15:57:58
0,127.68,265,659.8,48.5,2020-01-17 15:58:03
0,127.48,265,659.8,49.9,2020-01-17 15:58:07
0,127.48,270,659.8,48.1,2020-01-17 15:58:11
0,127.6,262,659.8,48.3,2020-01-17 15:58:15
0,126.64,270,659.8,48.1,2020-01-17 15:58:19
0,127.6,263,659.8,48.8,2020-01-17 15:58:24
0,127.48,264,659.8,47.6,2020-01-17 15:58:28
0,127.84,270,659.8,48.9,2020-01-17 15:58:32
0,127.96,270,659.8,48,2020-01-17 15:58:36
0,127.84,265,659.8,48.9,2020-01-17 15:58:40
0,127.96,261,659.8,48,2020-01-17 15:58:45
0,127.96,265,659.8,49.3,2020-01-17 15:58:49
0,128.04,266,659.8,51.5,2020-01-17 15:58:53
0,127.84,262,659.8,47.5,2020-01-17 15:58:57
0,126.84,269,659.8,51.2,2020-01-17 15:59:01
0,128.2,266,659.8,49.1,2020-01-17 15:59:06
0,127.96,264,659.8,48.5,2020-01-17 15:59:10
0,127.84,268,659.8,47.8,2020-01-17 15:59:14
0,127.8,267,659.8,48.1,2020-01-17 15:59:18
0,128.12,272,659.8,48.1,2020-01-17 15:59:22
0,127.84,263,659.8,48.1,2020-01-17 15:59:27
0,128,263,659.8,48.6,2020-01-17 15:59:31
0,128.04,265,659.8,45.9,2020-01-17 15:59:35
0,126.92,269,659.8,52.6,2020-01-17 15:59:39
0,127,266,659.8,48.9,2020-01-17 15:59:43
0,127.12,263,659.8,48.3,2020-01-17 15:59:48
0,127.04,262,659.8,48.9,2020-01-17 15:59:52
0,127.16,266,659.8,46.5,2020-01-17 15:59:56
0,127.16,266,659.8,44.3,2020-01-17 16:00:00
0,127.32,265,659.8,49.4,2020-01-17 16:00:04
0,127.2,262,659.8,48.1,2020-01-17 16:00:09
0,127,267,659.8,48.6,2020-01-17 16:00:13
0,127.16,268,659.8,48.5,2020-01-17 16:00:17
0,127.24,262,659.8,49.3,2020-01-17 16:00:21
0,126.96,267,659.8,49.4,2020-01-17 16:00:25
0,127.24,265,659.8,47.5,2020-01-17 16:00:30
0,127.4,267,659.8,48.3,2020-01-17 16:00:34
0,127.52,267,659.8,46,2020-01-17 16:00:38
0,128.16,263,659.8,48.9,2020-01-17 16:00:42
0,127.72,262,659.8,47.3,2020-01-17 16:00:46
0,127.84,266,659.8,48.9,2020-01-17 16:00:51
0,127.96,261,659.8,48,2020-01-17 16:00:55
0,127.96,265,659.8,49.6,2020-01-17 16:00:59
0,128.04,264,659.8,48.8,2020-01-17 16:01:03
0,128.76,262,659.8,49.4,2020-01-17 16:01:07
0,127.52,270,659.8,48.3,2020-01-17 16:01:12
0,128.6,267,659.8,47.8,2020-01-17 16:01:16
0,128.52,266,659.8,48.3,2020-01-17 16:01:20
0,128.64,272,659.8,48.8,2020-01-17 16:01:24
0,127.32,266,659.8,48.9,2020-01-17 16:01:28
0,129.16,262,659.8,47.2,2020-01-17 16:01:33
0,129.52,265,659.8,49.4,2020-01-17 16:01:37
0,129.72,262,659.8,47.3,2020-01-17 16:01:41
0,129.28,259,659.8,48.5,2020-01-17 16:01:45
0,128.72,258,659.8,48.8,2020-01-17 16:01:49
0,128.8,264,659.8,49.9,2020-01-17 16:01:54
0,129.68,262,659.8,49.6,2020-01-17 16:01:58
0,128.88,272,659.8,47.2,2020-01-17 16:02:02
0,129.24,266,659.8,49.1,2020-01-17 16:02:06
0,127.68,267,659.8,48.6,2020-01-17 16:02:10
0,128.72,269,659.8,49.6,2020-01-17 16:02:14
0,128.88,270,659.8,48.5,2020-01-17 16:02:19
0,125.96,266,659.8,49.1,2020-01-17 16:02:23
1,121.92,266,659.8,48.9,2020-01-17 16:02:27
1,125.28,262,659.8,48.6,2020-01-17 16:02:31
1,126.08,261,659.8,49.1,2020-01-17 16:02:35
1,141.44,267,659.8,48.9,2020-01-17 16:02:40
1,74.76,304,659.8,59.2,2020-01-17 16:02:44
0,148.8,275,659.8,51.7,2020-01-17 16:02:48
1,166.16,275,659.8,49.3,2020-01-17 16:02:52
1,179.2,264,659.8,48.9,2020-01-17 16:02:56
1,177.04,272,659.8,51.5,2020-01-17 16:03:01
1,187.04,272,659.8,49.9,2020-01-17 16:03:05
0,146.4,272,659.8,48.9,2020-01-17 16:03:09
0,31.4,273,659.8,49.7,2020-01-17 16:03:14
1,40.54,275,659.8,48.9,2020-01-17 16:03:18
1,180.32,272,659.8,49.3,2020-01-17 16:03:22
1,118.92,272,659.8,49.4,2020-01-17 16:03:26
0,122.68,267,659.8,51.7,2020-01-17 16:03:31
0,125.2,269,659.8,48.1,2020-01-17 16:03:35
0,125.96,269,659.8,49.7,2020-01-17 16:03:39
0,125.72,271,659.8,48.1,2020-01-17 16:03:43
0,125.6,270,659.8,48.6,2020-01-17 16:03:47
1,126.96,272,659.8,48.9,2020-01-17 16:03:52
0,127.08,266,659.8,49.7,2020-01-17 16:03:56
0,127.04,269,659.8,50.5,2020-01-17 16:04:00
0,127.16,268,659.8,49.7,2020-01-17 16:04:04
1,126.56,269,659.8,47.8,2020-01-17 16:04:08
0,126.68,266,659.8,48.9,2020-01-17 16:04:13
0,122.8,266,659.8,51.2,2020-01-17 16:04:17
0,122.88,260,659.8,48.9,2020-01-17 16:04:21
0,122.96,263,659.8,49.7,2020-01-17 16:04:26
0,123.04,263,659.8,49.1,2020-01-17 16:04:30
0,123.32,266,659.8,55.1,2020-01-17 16:04:35
0,120.4,262,659.8,48.9,2020-01-17 16:04:39
0,121.48,263,659.8,49.6,2020-01-17 16:04:43
0,128.36,265,659.8,50.4,2020-01-17 16:04:47
0,128.6,267,659.8,48.9,2020-01-17 16:04:51
0,128.64,265,659.8,50.7,2020-01-17 16:04:56
0,128.48,262,659.8,48.9,2020-01-17 16:05:00
1,126.08,262,659.8,48.9,2020-01-17 16:05:04
0,127.12,265,659.8,49.4,2020-01-17 16:05:08
0,127.16,263,659.8,49.4,2020-01-17 16:05:12
0,127,260,659.8,49.3,2020-01-17 16:05:17
0,126.8,262,659.8,48.9,2020-01-17 16:05:21
0,126.84,261,659.8,49.4,2020-01-17 16:05:25
1,121.28,261,659.8,49.3,2020-01-17 16:05:29
1,127.36,256,659.8,51.5,2020-01-17 16:05:33
0,127.52,256,659.8,48.9,2020-01-17 16:05:38
0,128.68,258,659.8,49.9,2020-01-17 16:05:42
1,128.44,260,659.8,49.9,2020-01-17 16:05:46
1,127.32,263,659.8,48.9,2020-01-17 16:05:50
0,127.48,258,659.8,48.9,2020-01-17 16:05:54
0,129.24,263,659.8,50.4,2020-01-17 16:05:59
1,127.72,262,659.8,48.9,2020-01-17 16:06:03
0,126.04,259,659.8,48.9,2020-01-17 16:06:07
0,122.4,265,659.8,48.9,2020-01-17 16:06:11
1,127.36,266,659.8,54.6,2020-01-17 16:06:15
1,127.76,261,659.8,48.9,2020-01-17 16:06:19
1,126.76,263,659.8,48.9,2020-01-17 16:06:24
0,122.08,256,659.8,49.1,2020-01-17 16:06:28
0,124.76,271,659.8,46.2,2020-01-17 16:06:32
1,128.72,263,659.8,48.9,2020-01-17 16:06:36
1,124.64,259,659.8,48.8,2020-01-17 16:06:40
1,120.24,257,659.8,49.4,2020-01-17 16:06:45
1,125.72,258,659.8,51,2020-01-17 16:06:49
0,106.8,262,659.8,49.7,2020-01-17 16:06:53
0,99.28,265,659.8,48.9,2020-01-17 16:06:58
1,123.96,262,659.8,48.9,2020-01-17 16:07:02
1,122.28,259,659.8,48.9,2020-01-17 16:07:06
0,123.72,256,659.8,49.4,2020-01-17 16:07:10
0,123.12,263,659.8,49.7,2020-01-17 16:07:14
1,123.04,259,659.8,48.9,2020-01-17 16:07:19
0,123.12,259,659.8,48.9,2020-01-17 16:07:23
1,123.88,261,659.8,49.7,2020-01-17 16:07:27
1,124.08,260,659.8,48.8,2020-01-17 16:07:31
1,124,261,659.8,48.8,2020-01-17 16:07:35
1,123.96,263,659.8,50.1,2020-01-17 16:07:40
1,127,255,659.8,48.9,2020-01-17 16:07:44
1,127.28,257,659.8,48.9,2020-01-17 16:07:48
0,127.6,262,659.8,48.8,2020-01-17 16:07:52
0,117,261,659.8,50.5,2020-01-17 16:07:56
0,54.56,261,659.8,48.6,2020-01-17 16:08:01
1,46.52,258,659.8,48.9,2020-01-17 16:08:05
0,123.56,261,659.8,48.9,2020-01-17 16:08:09
1,125,261,659.8,49.1,2020-01-17 16:08:13
1,127.24,257,659.8,42.3,2020-01-17 16:08:18
1,116.88,262,659.8,48.6,2020-01-17 16:08:22
1,72.48,265,659.8,48.6,2020-01-17 16:08:26
1,77,265,659.8,48.9,2020-01-17 16:08:30
0,123.8,269,659.8,48.9,2020-01-17 16:08:34
0,125.36,270,659.8,47.8,2020-01-17 16:08:39
1,122.6,271,659.8,48.9,2020-01-17 16:08:43
1,123.6,271,659.8,48.9,2020-01-17 16:08:47
1,127.56,261,659.8,48.6,2020-01-17 16:08:51
0,128.08,263,659.8,48.5,2020-01-17 16:08:55
0,128.16,267,659.8,48.9,2020-01-17 16:09:00
1,126.16,269,659.8,48.9,2020-01-17 16:09:04
1,126.96,265,659.8,49.7,2020-01-17 16:09:08
0,125.12,268,659.8,48.8,2020-01-17 16:09:12
0,119,264,659.8,52.6,2020-01-17 16:27:27
0,119.08,289,659.8,52,2020-01-17 16:27:31
1,112.52,284,659.8,53.6,2020-01-17 16:27:36
1,118.68,287,659.8,52.6,2020-01-17 16:27:40
0,118.32,291,659.8,54.1,2020-01-17 16:27:44
0,118.08,286,659.8,52.6,2020-01-17 16:27:49
0,117.96,293,659.8,52.5,2020-01-17 16:27:53
0,111.72,285,659.8,54.4,2020-01-17 16:27:58
0,119.04,148,659.8,52.3,2020-01-17 16:28:22
0,118.68,242,659.8,51,2020-01-17 16:28:26
0,118.64,271,659.8,51.8,2020-01-17 16:28:31
0,93.16,279,659.8,51,2020-01-17 16:28:35
1,118.16,281,659.8,51.7,2020-01-17 16:28:39
0,118.68,281,659.8,52.5,2020-01-17 16:28:44
0,118.4,282,659.8,52,2020-01-17 16:28:48
1,118.32,283,659.8,51,2020-01-17 16:28:53
0,118.92,282,659.8,50.2,2020-01-17 16:28:57
0,118.72,281,659.8,51.5,2020-01-17 16:29:02
0,118.6,283,659.8,50.9,2020-01-17 16:29:06
0,118.68,283,659.8,51,2020-01-17 16:29:11
0,118.72,287,659.8,49.7,2020-01-17 16:29:15
0,118.6,283,659.8,51.4,2020-01-17 16:29:19
0,118.68,283,659.8,51,2020-01-17 16:29:24
0,118.48,282,659.8,50.7,2020-01-17 16:29:28
0,118.36,280,659.8,50.4,2020-01-17 16:29:33
0,118.32,284,659.8,48.1,2020-01-17 16:29:38
0,118.32,282,659.8,51.4,2020-01-17 16:29:42
0,118.64,282,659.8,53.3,2020-01-17 16:29:47
0,117.56,285,659.8,50.1,2020-01-17 16:29:51
1,115.8,290,659.8,52.2,2020-01-17 16:29:56
1,118.96,281,659.8,51.7,2020-01-17 16:30:00
1,5,283,659.8,47.3,2020-01-17 16:30:04
0,4.97,278,659.8,51.5,2020-01-17 16:30:09
0,4.62,283,659.8,50.1,2020-01-17 16:30:13
1,4.09,284,659.8,51.5,2020-01-17 16:30:18
0,4.69,283,659.8,50.7,2020-01-17 16:30:22
0,4.33,282,659.8,50.9,2020-01-17 16:30:28
0,4.27,290,659.8,51,2020-01-17 16:30:32
0,4.18,281,659.8,51.2,2020-01-17 16:30:37
1,4.21,282,659.8,51.2,2020-01-17 16:30:41
0,120.96,278,659.8,50.5,2020-01-17 16:30:46
0,120.48,284,659.8,51.5,2020-01-17 16:30:51
0,120.08,283,659.8,52.2,2020-01-17 16:30:55
1,116,290,659.8,50.4,2020-01-17 16:31:00
1,116.32,275,659.8,50.4,2020-01-17 16:31:04
1,121.04,283,659.8,53.1,2020-01-17 16:31:09
0,120.92,281,659.8,43.9,2020-01-17 16:31:13
1,118.76,284,659.8,49.9,2020-01-17 16:31:17
0,120.36,278,659.8,50.5,2020-01-17 16:31:22
0,96.24,283,659.8,50.9,2020-01-17 16:31:26
1,116.8,284,659.8,50.7,2020-01-17 16:31:31
1,120.04,289,659.8,51,2020-01-17 16:31:44
0,120.28,289,659.8,49.9,2020-01-17 16:33:18
1,114.32,283,659.8,49.9,2020-01-17 16:33:18
0,119.8,282,659.8,51,2020-01-17 16:33:18
0,116.68,285,659.8,51,2020-01-17 16:33:19
0,110.68,283,659.8,49.9,2020-01-17 16:33:19
1,91.72,288,659.8,50.7,2020-01-17 16:33:19
0,119.4,279,659.8,50.4,2020-01-17 16:33:19
1,116.4,282,659.8,49.7,2020-01-17 16:33:19
1,113.64,277,659.8,49.9,2020-01-17 16:33:19
0,115.6,283,659.8,50.2,2020-01-17 16:33:19
0,115,288,659.8,49.4,2020-01-17 16:33:23
0,126.12,104,659.8,37.3,2020-01-17 18:24:31
0,126.12,140,659.8,41.2,2020-01-17 18:24:35
1,126.52,135,659.8,41.2,2020-01-17 18:24:40
0,132.48,128,659.8,41.8,2020-01-17 18:37:16
0,141.84,132,659.8,38.6,2020-01-17 18:37:51
0,142.32,240,659.8,43.3,2020-01-17 18:37:55
0,142.56,251,659.8,42.3,2020-01-17 18:38:00
0,140.4,247,659.8,43.5,2020-01-17 18:38:04
0,142.48,248,659.8,43,2020-01-17 18:38:08
0,124.92,240,659.8,42.8,2020-01-17 18:38:12
1,113.12,248,659.8,47.5,2020-01-17 18:38:17
0,143.04,245,659.8,42.7,2020-01-17 18:38:21
0,143.4,250,659.8,43.3,2020-01-17 18:38:25
0,136.32,246,659.8,43.8,2020-01-17 18:38:30
1,143.04,247,659.8,43.3,2020-01-17 18:38:34
0,142.64,247,659.8,42.3,2020-01-17 18:38:38
0,140.92,257,659.8,41.7,2020-01-17 18:38:42
0,140.8,256,659.8,42,2020-01-17 18:38:47
1,114.52,260,659.8,43.8,2020-01-17 18:38:51
1,139.4,249,659.8,43,2020-01-17 18:38:55
0,31.92,52,659.8,41.2,2020-01-17 18:40:31
0,133.76,158,659.8,43.6,2020-01-17 18:40:35
0,133.16,208,659.8,47.3,2020-01-17 18:40:39
0,124.68,246,659.8,47.5,2020-01-17 18:40:43
1,78.96,256,659.8,46,2020-01-17 18:40:48
0,102.76,245,659.8,44.1,2020-01-17 18:40:52
0,129.8,246,659.8,43.8,2020-01-17 18:40:56
0,136.84,251,659.8,43.9,2020-01-17 18:41:01
0,133.56,260,659.8,44.6,2020-01-17 18:41:05
1,136,256,659.8,43.6,2020-01-17 18:41:09
0,130.12,254,659.8,46.4,2020-01-17 18:41:13
0,118.64,250,659.8,43.5,2020-01-17 18:41:18
1,124.04,249,659.8,43.8,2020-01-17 18:41:22
0,134.48,250,659.8,43.8,2020-01-17 18:41:26
0,138.2,253,659.8,43.8,2020-01-17 18:41:30
1,138.64,256,659.8,43.8,2020-01-17 18:41:34
0,137.92,252,659.8,43.3,2020-01-17 18:41:39
0,137.12,256,659.8,43.5,2020-01-17 18:41:43
0,137.96,255,659.8,45.2,2020-01-17 18:41:47
1,138.64,258,659.8,44.3,2020-01-17 18:41:51
0,139.16,257,659.8,43.9,2020-01-17 18:41:56
0,138.28,256,659.8,45.1,2020-01-17 18:42:00
0,138.64,256,659.8,43.3,2020-01-17 18:42:04
0,137.84,255,659.8,46.7,2020-01-17 18:42:08
0,138.32,257,659.8,45.4,2020-01-17 18:42:13
1,137.72,258,659.8,46.4,2020-01-17 18:42:17
0,136.88,254,659.8,43.8,2020-01-17 18:42:21
0,136.44,256,659.8,43.6,2020-01-17 18:42:25
1,137.44,258,659.8,47.2,2020-01-17 18:42:30
0,138.2,256,659.8,44.9,2020-01-17 18:42:34
0,137.6,259,659.8,46.8,2020-01-17 18:42:38
0,137.56,259,659.8,43.8,2020-01-17 18:42:42
0,137.36,256,659.8,46.5,2020-01-17 18:42:47
1,138.4,260,659.8,43.8,2020-01-17 18:42:51
1,137.4,258,659.8,44.9,2020-01-17 18:42:55
0,138.28,259,659.8,42,2020-01-17 18:43:00
0,137.96,260,659.8,43.8,2020-01-17 18:43:05
0,138.72,259,659.8,46,2020-01-17 18:43:10
0,139.08,259,659.8,43.8,2020-01-17 18:43:14
0,139.04,260,659.8,46.2,2020-01-17 18:43:18
0,139.24,261,659.8,44.1,2020-01-17 18:43:22
0,139.4,259,659.8,44.6,2020-01-17 18:43:27
0,139.16,261,659.8,44.7,2020-01-17 18:43:31
0,139.16,258,659.8,41.7,2020-01-17 18:43:36
0,139.16,261,659.8,45.6,2020-01-17 18:43:41
0,139.28,265,659.8,46.8,2020-01-17 18:43:45
0,138.68,263,659.8,44.9,2020-01-17 18:43:49
0,139.16,263,659.8,44.6,2020-01-17 18:43:54
0,139.4,259,659.8,43.6,2020-01-17 18:43:59
0,139.48,260,659.8,44.6,2020-01-17 18:44:03
0,139.08,262,659.8,44.6,2020-01-17 18:44:08
0,138.4,258,659.8,43.8,2020-01-17 18:44:12
0,138.56,263,659.8,44.7,2020-01-17 18:44:17
0,138.36,268,659.8,46.5,2020-01-17 18:44:21
0,142.56,263,659.8,44.9,2020-01-17 18:44:26
1,142.76,263,659.8,44.6,2020-01-17 18:44:31
1,138.84,265,659.8,44.6,2020-01-17 18:47:02
0,136.16,260,659.8,43.8,2020-01-17 18:47:06
1,136,272,659.8,44.3,2020-01-17 18:47:10
1,134,262,659.8,46.4,2020-01-17 18:47:15
0,135.88,259,659.8,43.8,2020-01-17 18:47:20
0,139.24,259,659.8,43.5,2020-01-17 18:47:24
0,127.16,261,659.8,43.8,2020-01-17 18:47:28
0,138.92,260,659.8,43.9,2020-01-17 18:47:32
0,138.84,265,659.8,45.1,2020-01-17 18:47:37
1,139.04,263,659.8,43.9,2020-01-17 18:47:41
0,139.68,261,659.8,43.6,2020-01-17 18:47:45
0,139.52,260,659.8,43.8,2020-01-17 18:47:49
0,139.32,264,659.8,43.8,2020-01-17 18:47:54
0,139.24,263,659.8,44.7,2020-01-17 18:47:58
0,139.08,262,659.8,44.1,2020-01-17 18:48:02
0,139.24,261,659.8,43,2020-01-17 18:48:07
0,139,263,659.8,43.8,2020-01-17 18:48:11
1,135.96,262,659.8,43.8,2020-01-17 18:48:15
1,139.52,263,659.8,43.5,2020-01-17 18:48:20
0,139.72,262,659.8,44.1,2020-01-17 18:48:24
0,139.72,258,659.8,43.5,2020-01-17 18:48:28
0,139.84,263,659.8,43.8,2020-01-17 18:48:33
0,139.76,262,659.8,43.8,2020-01-17 18:48:37
0,139.92,263,659.8,43.5,2020-01-17 18:48:41
1,139.88,262,659.8,35.1,2020-01-17 18:48:45
0,140.16,261,659.8,43.3,2020-01-17 18:48:50
0,139.76,259,659.8,45.9,2020-01-17 18:48:54
0,139.72,272,659.8,44.6,2020-01-17 18:48:58
0,139.96,262,659.8,45.7,2020-01-17 18:49:03
0,140.08,266,659.8,44.3,2020-01-17 18:49:07
0,139.92,265,659.8,44.9,2020-01-17 18:49:11
0,139.72,265,659.8,43.6,2020-01-17 18:49:15
0,139.36,263,659.8,44.1,2020-01-17 18:49:19
0,139.44,263,659.8,43.5,2020-01-17 18:49:24
0,139.36,265,659.8,44.6,2020-01-17 18:49:28
0,139.36,266,659.8,43.8,2020-01-17 18:49:32
1,139.36,265,659.8,44.3,2020-01-17 18:49:37
1,139.52,258,659.8,43.5,2020-01-17 18:49:41
0,139.32,259,659.8,43.8,2020-01-17 18:49:45
0,139.08,266,659.8,41.7,2020-01-17 18:49:50
0,138.52,259,659.8,44.1,2020-01-17 18:49:54
0,40.42,208,659.8,47,2020-01-24 09:18:44
0,40.35,236,659.8,45.9,2020-01-24 09:18:49
0,40.38,239,659.8,46.4,2020-01-24 09:18:53
0,37.62,230,659.8,45.7,2020-01-24 09:18:57
0,34.48,235,659.8,46.2,2020-01-24 09:19:01
0,30.7,225,659.8,45.4,2020-01-24 09:19:05
0,41,236,659.8,46.7,2020-01-24 09:19:10
0,33.17,240,659.8,48,2020-01-24 09:19:14
1,23.45,240,659.8,48.9,2020-01-24 09:19:18
0,39.57,231,659.8,47.8,2020-01-24 09:19:22
0,39.3,236,659.8,47.3,2020-01-24 09:19:26
0,39.43,235,659.8,47.2,2020-01-24 09:19:31
0,38.64,234,659.8,46.7,2020-01-24 09:19:35
1,36.9,233,659.8,47.2,2020-01-24 09:19:39
1,26.8,191,659.8,47,2020-01-24 09:19:43
1,24.3,225,659.8,47.3,2020-01-24 09:19:48
0,38.94,336,659.8,48.9,2020-01-24 09:19:52
0,38.42,390,659.8,48.9,2020-01-24 09:19:56
0,37.84,373,659.8,49.3,2020-01-24 09:20:00
0,38.89,379,659.8,49.3,2020-01-24 09:20:05
0,40.66,359,659.8,48.9,2020-01-24 09:20:09
0,39.57,346,659.8,48.9,2020-01-24 09:20:13
0,38.2,335,659.8,49.3,2020-01-24 09:20:18
0,38.34,326,659.8,48.9,2020-01-24 09:20:22
0,38.33,320,659.8,48.9,2020-01-24 09:20:26
0,37.93,315,659.8,49.3,2020-01-24 09:20:30
0,44.14,324,659.8,51.4,2020-01-24 09:20:35
0,58.92,306,659.8,51.5,2020-01-24 09:20:39
1,85.32,305,659.8,48.5,2020-01-24 09:20:43
1,74.92,312,659.8,54.1,2020-01-24 09:20:47
0,73.36,305,659.8,50.9,2020-01-24 09:20:52
0,20.68,272,659.8,48.1,2020-01-24 09:22:55
0,19.11,317,659.8,48.9,2020-01-24 09:22:59
0,21.06,304,659.8,48.5,2020-01-24 09:23:04
1,21.21,293,659.8,49.4,2020-01-24 09:23:08
0,21.07,286,659.8,48.3,2020-01-24 09:23:12
0,21.21,279,659.8,48.9,2020-01-24 09:23:16
0,21.2,282,659.8,42.3,2020-01-24 09:23:21
0,21.2,278,659.8,48.3,2020-01-24 09:23:25
0,20.99,272,659.8,44.6,2020-01-24 09:23:29
0,21.16,275,659.8,48.9,2020-01-24 09:23:33
0,21.13,272,659.8,48.3,2020-01-24 09:23:38
0,21.48,272,659.8,48.9,2020-01-24 09:23:42
0,21.5,272,659.8,48.9,2020-01-24 09:23:46
0,21.39,277,659.8,49.4,2020-01-24 09:23:50
0,21.42,271,659.8,49.4,2020-01-24 09:23:55
0,21.46,271,659.8,48.9,2020-01-24 09:23:59
0,21.5,274,659.8,49.1,2020-01-24 09:24:03
0,21.5,272,659.8,49.7,2020-01-24 09:24:07
0,21.5,267,659.8,48.6,2020-01-24 09:24:12
0,21.54,270,659.8,48.1,2020-01-24 09:24:16
0,21.51,272,659.8,49.1,2020-01-24 09:24:20
0,21.54,268,659.8,48.8,2020-01-24 09:24:24
0,21.54,272,659.8,49.1,2020-01-24 09:24:28
0,21.52,268,659.8,48.6,2020-01-24 09:24:33
0,21.22,270,659.8,49.3,2020-01-24 09:24:37
0,21.12,270,659.8,44.7,2020-01-24 09:24:41
0,21.16,270,659.8,50.1,2020-01-24 09:24:45
0,21.29,270,659.8,48.9,2020-01-24 09:24:49
0,21.48,267,659.8,49.3,2020-01-24 09:24:54
0,21.56,267,659.8,48.5,2020-01-24 09:24:58
0,21.54,271,659.8,49.3,2020-01-24 09:25:02
0,21.44,266,659.8,49.9,2020-01-24 09:25:06
0,21.35,266,659.8,50.7,2020-01-24 09:25:11
0,21.49,265,659.8,49.7,2020-01-24 09:25:15
0,21.49,269,659.8,48.9,2020-01-24 09:25:19
0,21.42,268,659.8,49.6,2020-01-24 09:25:23
0,21.31,267,659.8,49.1,2020-01-24 09:25:27
0,21.4,263,659.8,48.9,2020-01-24 09:25:32
0,21.35,267,659.8,48.8,2020-01-24 09:25:36
0,21.4,268,659.8,48.6,2020-01-24 09:25:40
0,21.2,270,659.8,48.9,2020-01-24 09:25:45
0,21.19,269,659.8,48.9,2020-01-24 09:25:49
0,21.18,265,659.8,48.9,2020-01-24 09:25:53
0,21.27,269,659.8,47.2,2020-01-24 09:25:57
0,21.28,261,659.8,52,2020-01-24 09:26:01
0,21.12,263,659.8,49.9,2020-01-24 09:26:05
0,20.87,259,659.8,48.8,2020-01-24 09:26:10
0,20.91,270,659.8,49.3,2020-01-24 09:26:14
0,21.15,267,659.8,49.1,2020-01-24 09:26:18
1,22.41,267,659.8,48.9,2020-01-24 09:26:22
0,22.69,267,659.8,48.8,2020-01-24 09:26:27
0,22.7,266,659.8,49.9,2020-01-24 09:26:31
0,22.68,266,659.8,49.1,2020-01-24 09:26:35
0,22.66,272,659.8,48.8,2020-01-24 09:26:39
0,22.67,267,659.8,49.4,2020-01-24 09:26:44
0,22.65,269,659.8,49.1,2020-01-24 09:26:48
0,22.62,268,659.8,49.6,2020-01-24 09:26:52
0,22.66,272,659.8,49.3,2020-01-24 09:26:56
0,22.64,267,659.8,48.1,2020-01-24 09:27:00
0,22.33,266,659.8,48.9,2020-01-24 09:27:05
1,19.07,269,659.8,48.9,2020-01-24 09:27:09
0,20.12,267,659.8,49.3,2020-01-24 09:27:13
0,20.84,268,659.8,49.6,2020-01-24 09:27:17
0,20.93,266,659.8,51,2020-01-24 09:27:22
0,20.82,265,659.8,48.9,2020-01-24 09:27:26
0,20.74,266,659.8,51.5,2020-01-24 09:27:30
0,20.89,266,659.8,48.8,2020-01-24 09:27:34
0,20.84,273,659.8,49.1,2020-01-24 09:27:38
0,20.53,267,659.8,49.4,2020-01-24 09:27:43
0,20.83,262,659.8,49.1,2020-01-24 09:27:47
0,20.78,271,659.8,49.9,2020-01-24 09:27:51
0,20.5,269,659.8,48.9,2020-01-24 09:27:55
0,20.8,261,659.8,50.5,2020-01-24 09:28:00
0,20.73,267,659.8,48.9,2020-01-24 09:28:04
0,20.75,263,659.8,50.1,2020-01-24 09:28:08
0,20.66,270,659.8,50.2,2020-01-24 09:28:14
0,20.63,267,659.8,49.3,2020-01-24 09:28:19
0,20.72,266,659.8,50.4,2020-01-24 09:28:23
0,20.57,266,659.8,49.9,2020-01-24 09:28:27
0,20.59,268,659.8,50.5,2020-01-24 09:28:31
0,20.44,266,659.8,50.1,2020-01-24 09:28:36
0,20.57,263,659.8,49.7,2020-01-24 09:28:40
0,20.55,270,659.8,51.7,2020-01-24 09:28:44
0,20.61,268,659.8,50.4,2020-01-24 09:28:48
0,20.55,269,659.8,49.1,2020-01-24 09:28:52
0,20.46,269,659.8,49.3,2020-01-24 09:28:57
0,20.45,268,659.8,48.9,2020-01-24 09:29:01
0,20.57,259,659.8,48.9,2020-01-24 09:29:05
